,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
37_17231846351301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231846291301.png,*,*,*,*,*,*,E,E,*,*,*,C,A,*,*,*,*,*,*,*,*,C,*,C,*,D,*,*,*,*,*,*,*,*,*,*,A,C,A,D,B,D,C,B,B,A,B,C,C,C,B,B,D,C,B,D,C,B,B,A,D,B,B,C,C,A,C,C,C
37_17231822881201.png,*,*,*,*,*,*,*,A,*,C,A,D,B,C,D,*,B,A,C,C,A,D,B,A,C,E,*,B,*,E,A,*,*,A,E,B,C,A,D,A,C,A,A,D,C,D,A,A,A,D,D,B,B,D,C,D,B,B,A,B,A,B,B,C,C,B,B,A,B
37_17231845191201.png,A,D,B,D,C,A,B,A,A,D,D,D,B,C,D,A,E,A,C,A,A,B,B,B,A,E,C,A,B,A,D,E,B,C,B,B,D,E,D,A,D,B,A,D,C,E,B,A,B,B,C,B,C,B,D,D,B,B,A,A,B,C,D,B,C,D,A,A,C
37_17231845271201.png,C,B,B,D,C,A,B,A,A,A,E,D,A,C,E,A,B,A,B,D,B,A,E,B,E,E,B,E,A,A,D,E,E,C,A,B,C,C,D,A,C,A,A,C,D,C,A,A,B,D,B,C,B,B,A,D,D,B,B,C,C,E,A,C,B,C,A,D,C
37_17231823281301.png,A,D,D,E,D,A,E,B,B,B,D,A,A,C,B,C,B,E,B,C,B,B,E,B,A,B,C,B,D,A,D,E,C,A,B,E,C,A,A,D,B,C,B,D,C,A,D,C,C,C,C,A,C,C,B,C,C,B,B,D,B,B,C,A,C,A,A,C,B
37_17231845381201.png,*,B,B,*,C,*,B,*,B,A,D,D,A,*,*,A,D,E,C,D,A,B,C,B,E,E,D,C,E,E,B,C,E,E,A,D,C,C,A,A,C,B,D,C,C,E,B,A,D,D,C,B,C,E,C,D,B,B,A,A,A,C,C,C,B,C,B,D,C
37_17231845241201.png,D,D,B,D,C,C,B,A,A,A,E,D,A,C,D,A,D,C,C,D,C,B,E,B,D,E,C,E,D,B,A,E,C,B,C,B,B,A,D,A,C,B,A,C,B,D,A,A,B,B,C,B,B,D,A,D,B,B,A,B,A,C,B,C,B,D,B,C,A
37_17231845501201.png,D,B,B,D,C,E,B,A,A,A,B,D,B,C,B,A,D,A,C,B,B,B,E,B,D,E,B,E,A,A,D,C,C,E,C,E,C,E,D,A,C,B,A,B,A,D,B,A,B,A,D,B,D,E,C,D,B,B,A,A,C,C,C,C,C,B,B,D,A
37_17231845401201.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231845441201.png,*,D,B,D,C,A,B,A,A,C,B,D,A,*,D,A,D,A,B,D,A,B,E,B,E,E,B,*,*,D,D,E,A,B,E,B,C,A,D,A,C,B,A,A,A,D,A,A,B,B,B,B,A,D,A,D,B,B,B,A,C,C,D,C,C,C,B,A,A
37_17231823301301.png,E,A,D,E,D,D,E,D,E,D,C,B,B,D,A,E,A,E,B,A,B,A,E,B,B,D,E,E,*,C,D,B,E,C,C,E,C,E,A,D,D,C,D,C,A,D,D,C,C,C,B,A,C,E,B,C,C,B,B,A,C,B,C,A,C,A,A,C,C
37_17231845281201.png,E,A,B,D,C,A,B,A,A,C,D,D,A,A,D,B,D,A,C,D,A,B,A,B,E,E,B,E,E,A,D,B,D,A,B,D,D,C,D,A,C,A,B,B,C,D,B,A,B,A,B,B,B,A,D,D,A,B,C,A,A,B,B,C,C,C,B,C,B
37_17231845141201.png,A,D,B,D,C,C,B,A,A,A,C,D,A,C,D,A,D,A,C,D,D,B,E,B,D,E,A,E,B,D,A,E,E,B,B,D,C,C,D,A,C,A,A,B,B,D,D,A,B,A,D,B,A,E,B,D,A,C,C,B,A,B,A,A,B,D,C,A,C
37_17232180821301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231845351201.png,*,B,B,*,C,*,B,A,A,D,E,D,B,C,D,A,D,A,D,D,A,C,C,B,A,E,B,C,B,A,A,E,A,C,E,D,D,E,D,A,B,A,A,B,B,D,B,A,B,A,B,C,B,A,B,D,B,B,A,C,D,D,D,C,C,B,B,A,C
37_17231822981201.png,*,A,B,E,*,A,B,A,A,B,D,D,B,C,D,A,D,E,C,B,A,D,E,B,E,E,C,E,A,D,A,B,D,C,A,E,B,A,D,A,C,A,A,B,A,D,A,A,B,C,D,B,B,D,D,D,B,B,A,B,A,E,A,C,B,D,A,D,C
37_17231846451301.png,E,D,D,E,*,B,*,B,A,E,D,E,C,*,C,E,B,E,A,A,B,D,D,E,C,D,C,A,B,E,A,*,E,C,A,D,B,D,A,D,B,C,D,B,B,A,A,C,C,A,A,A,A,B,C,C,B,C,C,C,C,C,B,C,B,B,A,A,A
37_17231845171201.png,A,D,B,D,C,E,B,A,A,A,E,D,A,C,D,A,D,E,C,D,D,B,E,B,E,E,B,E,D,E,A,E,D,A,B,E,B,E,D,A,C,B,A,B,B,D,A,A,B,A,B,A,B,A,B,D,B,B,A,A,A,A,D,C,A,C,B,C,A
37_17231823191301.png,B,D,E,E,D,B,E,B,A,B,E,C,A,A,E,C,B,E,C,D,B,B,A,C,C,D,B,D,D,D,A,E,C,C,E,B,C,E,A,D,C,C,D,D,C,A,D,C,C,C,D,A,C,C,E,C,C,B,B,D,A,B,C,A,C,A,A,C,B
37_17231845321201.png,*,B,*,D,C,A,B,A,A,C,A,C,A,C,D,A,D,A,A,B,A,D,A,B,C,E,B,E,A,A,D,B,B,C,A,D,C,E,D,A,C,B,B,C,D,E,A,A,C,B,E,C,B,D,B,D,B,D,C,A,C,E,E,C,B,C,A,D,A
37_17231823181301.png,E,E,D,E,D,E,E,D,D,B,E,A,C,E,C,B,A,C,E,A,E,D,A,B,B,B,E,E,C,D,C,*,E,D,C,B,B,C,A,D,D,B,D,B,C,A,D,C,C,C,B,B,C,C,D,C,C,B,B,D,A,B,C,A,C,C,A,C,C
37_17231846211301.png,E,A,A,E,D,B,E,E,A,B,E,C,A,B,E,B,A,E,D,E,A,B,E,B,C,D,C,D,A,A,A,E,E,B,B,E,C,E,A,D,A,C,D,D,C,A,B,C,C,A,B,A,C,B,E,C,C,B,C,A,B,A,C,A,C,A,B,B,C
37_17231845111201.png,E,D,B,D,C,A,B,A,A,A,B,D,A,B,D,A,D,E,C,D,D,D,E,B,D,E,B,E,A,B,A,E,E,B,E,C,C,E,A,A,C,C,A,D,B,D,A,A,C,D,A,B,B,D,A,D,B,B,A,B,C,D,C,D,C,B,B,D,A
37_17231846431301.png,E,B,D,E,C,A,#,#,A,B,D,E,D,*,B,B,B,E,C,C,B,B,C,C,B,A,C,E,A,B,D,E,E,B,A,E,D,C,A,D,B,C,B,A,C,A,D,C,C,C,B,C,C,E,D,C,C,B,B,A,B,B,C,A,C,A,A,B,D
37_17231845201201.png,A,D,C,D,C,E,B,A,A,C,E,D,A,C,D,A,D,E,C,D,D,B,E,B,E,E,B,E,E,E,A,E,D,B,E,E,C,B,D,A,C,B,A,D,A,D,A,A,B,A,B,D,B,D,C,D,B,B,A,A,D,A,D,C,C,B,A,A,B
37_17231823221301.png,*,D,A,E,D,B,E,E,C,D,D,C,E,A,D,C,*,E,B,D,B,A,E,C,A,D,*,E,*,C,C,E,C,B,E,C,E,A,A,D,B,C,A,B,D,A,C,C,C,C,B,C,C,D,C,B,A,B,D,D,B,C,A,B,D,C,B,D,A
37_17231822971201.png,D,C,B,D,C,C,B,A,A,C,D,D,A,C,D,A,E,E,C,D,A,B,E,B,E,E,B,E,D,B,D,B,C,C,B,E,B,B,E,A,C,B,A,D,A,D,A,A,B,C,C,B,B,E,B,D,B,B,A,D,A,E,B,C,D,B,B,D,B
37_17231846441301.png,E,D,D,E,D,B,E,E,C,B,E,C,A,B,C,B,B,E,D,C,B,B,A,A,C,D,C,B,D,E,A,E,C,B,E,E,C,B,A,D,B,D,D,D,C,A,D,C,D,C,B,A,C,C,A,C,C,B,B,A,B,B,C,A,C,A,A,A,D
37_17231845121201.png,A,D,B,D,C,B,B,A,A,B,E,D,A,A,D,A,D,A,C,D,D,B,E,B,E,E,C,E,E,A,A,E,C,B,B,C,C,C,D,A,C,A,A,B,A,B,A,A,A,A,A,D,B,B,B,D,B,B,B,D,A,C,C,C,C,B,B,D,C
37_17231846251301.png,A,D,A,E,D,B,E,B,D,C,E,C,D,B,C,B,C,E,D,D,B,B,D,D,D,E,D,D,D,E,D,*,D,B,B,E,D,D,A,D,A,C,D,B,D,D,D,C,C,D,D,D,C,D,D,C,C,D,D,D,B,B,A,A,C,C,C,C,C
37_17231845371201.png,A,D,C,D,C,E,B,A,A,C,D,D,A,B,D,A,D,A,B,D,B,B,E,B,D,E,B,C,A,B,A,C,C,C,B,C,E,E,A,A,C,A,A,B,B,D,B,A,D,D,C,C,D,E,C,D,B,B,A,A,B,C,E,C,B,D,B,D,B
37_17231845491201.png,A,D,B,D,C,C,B,A,A,E,D,A,C,E,E,*,D,A,C,D,C,B,E,B,E,E,*,*,C,C,D,E,E,*,C,E,B,A,D,A,C,B,A,C,B,D,A,A,B,C,D,A,C,D,B,D,B,B,A,B,B,C,A,C,C,B,B,D,B
37_17231846371301.png,E,B,D,E,D,B,C,E,A,E,D,C,D,B,A,B,B,A,D,A,B,B,E,A,A,A,C,E,E,D,A,E,C,C,A,E,C,B,A,D,A,C,D,A,B,A,D,C,C,C,A,A,C,A,B,C,C,B,B,A,B,B,C,A,B,A,A,C,A
37_17231846391301.png,B,B,D,E,A,A,E,E,E,B,E,D,E,C,C,E,A,E,C,C,B,B,A,B,A,D,D,A,B,C,A,A,B,B,B,E,E,B,A,D,A,C,D,D,B,B,D,C,C,C,D,B,C,C,E,C,B,B,B,D,A,B,C,A,C,A,A,B,C
37_17231845231201.png,D,B,B,D,C,C,B,A,A,B,D,D,A,A,D,A,D,A,C,E,B,A,E,B,D,E,B,E,B,B,D,C,C,C,E,C,C,D,D,A,A,A,A,C,B,D,A,A,B,B,A,B,B,E,A,D,B,A,A,A,C,B,E,C,D,B,B,A,A
37_17231822851201.png,A,B,B,D,*,B,B,A,A,D,D,D,A,C,D,A,D,B,C,D,C,B,E,B,E,E,C,E,C,C,B,B,A,B,C,C,C,A,D,A,C,B,A,D,B,D,B,A,B,A,C,B,B,D,A,C,B,B,A,B,A,C,E,C,D,C,B,D,A
37_17231846401301.png,E,D,E,E,D,B,E,E,C,C,E,C,D,*,C,C,E,E,B,C,B,C,A,A,D,D,*,*,*,*,*,E,B,B,B,E,E,A,A,D,A,B,D,B,C,A,C,C,C,D,B,B,C,B,C,C,C,B,B,D,A,A,B,A,C,A,A,C,A
37_17231823201301.png,A,B,D,E,C,B,E,E,E,B,A,D,A,B,C,C,A,D,B,B,B,B,C,D,A,D,B,B,D,B,E,E,C,B,B,A,C,C,C,D,B,C,B,B,B,A,C,C,C,C,B,C,C,E,C,C,D,B,B,D,B,A,B,A,C,A,A,C,C
37_17231845461201.png,A,B,B,D,C,A,D,A,A,A,A,D,A,A,D,A,D,B,C,D,E,B,E,B,C,E,A,E,A,D,B,C,B,C,E,A,A,C,E,A,C,B,A,E,D,B,A,A,C,C,D,B,D,B,C,D,B,B,B,B,C,B,A,C,C,B,A,A,B
37_17231822931201.png,A,D,B,*,C,*,B,A,A,C,B,D,B,C,D,A,B,C,C,E,E,B,E,B,A,E,C,E,A,E,D,E,A,E,D,E,D,A,A,A,C,B,A,A,A,A,B,B,C,B,D,C,C,A,B,D,D,B,A,B,C,D,C,B,D,C,C,D,A
37_17231845151201.png,A,D,B,D,D,E,B,A,A,C,E,D,A,C,D,A,D,A,D,D,D,B,E,B,A,E,B,E,D,E,A,E,D,B,E,E,B,B,D,A,C,B,A,A,A,D,C,A,C,B,E,C,C,D,C,D,B,B,A,A,A,B,C,C,C,B,B,D,A
37_17231823291301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231845211201.png,A,E,C,D,C,C,B,A,A,C,A,D,A,B,D,A,D,A,C,D,B,B,E,B,E,E,B,E,B,E,A,E,E,C,A,E,D,C,D,A,C,B,A,C,B,D,A,A,B,B,D,C,D,D,B,D,B,B,A,D,A,C,C,C,C,B,A,A,A
37_17231823101301.png,*,D,D,E,D,B,E,E,C,E,B,A,C,A,C,C,B,E,A,D,A,E,A,B,A,D,C,C,A,C,C,C,E,B,E,D,C,D,A,D,B,C,B,C,C,A,D,C,C,C,D,A,C,C,C,C,D,C,B,D,D,B,C,A,D,A,A,C,C
37_17231846171301.png,E,D,D,E,B,C,E,E,D,A,C,C,A,D,D,A,A,C,B,A,B,B,D,A,B,E,C,C,D,A,D,B,A,E,A,A,A,D,A,D,B,B,A,B,B,D,A,C,C,C,C,D,C,D,C,C,C,B,B,D,A,B,A,A,D,A,A,A,C
37_17231823251301.png,E,D,D,E,C,E,E,E,B,C,C,D,C,C,C,B,B,E,C,E,B,B,C,B,A,D,B,E,D,B,D,E,E,B,A,D,D,C,A,D,B,C,C,B,C,A,D,C,C,C,B,C,C,C,C,C,B,B,B,A,B,A,C,A,C,A,A,C,C
37_17231845471201.png,E,D,B,D,C,A,B,A,A,A,D,D,A,*,*,A,*,A,C,D,B,A,E,B,C,E,*,*,*,*,*,*,D,B,A,E,D,E,D,A,C,A,A,B,D,C,B,A,A,A,B,A,C,C,C,D,B,B,A,C,A,E,D,C,C,C,B,D,A
37_17231845291201.png,A,B,D,C,C,B,A,A,A,A,D,D,A,A,B,D,D,A,A,D,A,A,B,B,B,E,B,C,B,A,A,C,A,A,A,B,A,C,B,A,D,B,C,C,B,B,B,B,D,C,E,A,D,D,D,C,B,C,B,C,C,C,B,C,B,B,B,D,A
37_17231823361301.png,E,D,E,E,D,A,E,E,D,B,E,C,A,B,A,E,B,E,C,D,B,C,D,D,A,A,C,D,E,D,A,E,C,B,E,E,C,A,A,D,B,C,D,D,D,A,D,C,C,C,C,A,C,C,E,C,C,D,A,D,A,B,C,A,C,A,B,C,A
37_17231846231301.png,E,D,D,E,D,B,E,C,B,E,E,C,A,B,D,E,B,E,B,D,A,A,A,D,B,D,D,B,E,*,D,C,C,B,E,E,C,B,A,D,B,B,A,D,B,B,A,C,C,B,B,B,B,B,B,B,A,B,B,A,B,B,B,D,C,A,B,B,B
37_17231845541201.png,A,B,D,D,C,C,E,A,A,D,E,D,A,A,D,A,D,A,E,D,C,B,E,B,D,E,B,E,C,D,D,E,C,E,E,C,C,C,D,A,C,A,A,A,D,D,A,A,B,A,C,C,B,B,C,D,B,B,B,B,A,E,D,C,C,C,B,A,A
37_17231823011201.png,A,D,B,D,C,E,B,A,A,C,A,D,B,C,D,A,B,A,C,B,D,D,B,B,A,E,A,B,D,E,A,E,A,D,D,E,C,A,D,A,C,A,A,D,C,D,A,B,B,D,D,B,B,D,A,D,B,B,A,D,A,A,C,C,C,B,C,A,A
37_17231846311301.png,*,D,D,E,D,B,E,E,D,B,E,C,D,C,C,E,A,E,D,C,B,B,C,B,A,B,*,D,D,C,D,E,E,B,E,E,B,B,A,D,B,B,D,D,C,A,D,C,C,C,B,B,C,C,B,C,C,B,B,A,B,B,C,A,C,A,A,B,D
37_17231845251201.png,E,A,B,D,C,A,B,A,A,C,A,D,B,*,D,A,D,C,C,C,A,D,E,B,E,E,C,E,E,D,D,E,E,C,C,E,C,C,E,A,C,B,A,C,B,D,A,A,B,D,D,A,C,E,A,D,B,B,A,A,D,C,C,*,A,D,B,D,D
37_17231823081301.png,*,D,E,E,A,C,E,E,C,B,B,A,A,E,E,A,D,C,B,A,B,D,E,D,A,D,B,B,D,B,A,E,E,C,B,B,D,E,A,E,A,C,A,B,C,A,D,C,C,C,D,D,C,C,B,C,D,B,A,D,A,B,D,A,C,A,A,B,C
37_17231846151301.png,E,*,A,E,D,B,E,E,C,B,C,C,A,C,D,E,B,A,B,C,*,E,A,B,C,E,C,*,E,D,A,E,C,C,B,B,C,E,A,D,B,C,D,D,C,A,D,C,C,C,B,C,C,C,E,C,C,B,B,A,C,B,D,A,C,A,A,C,C
37_17231846181301.png,B,B,C,E,D,C,E,E,B,B,C,D,E,C,C,E,A,E,D,C,B,B,E,B,A,C,D,*,B,A,D,E,E,C,A,A,C,B,A,D,A,C,D,C,B,B,D,C,C,C,D,B,D,C,D,C,C,B,B,D,C,A,D,A,C,A,A,D,C
37_17231845421201.png,*,B,B,D,C,C,B,A,A,B,A,D,B,A,D,A,D,A,C,D,B,D,E,B,E,B,B,E,A,E,D,D,C,C,B,E,C,A,D,A,C,B,B,D,A,D,A,A,B,C,A,B,B,D,A,D,B,B,A,A,A,C,B,C,A,B,B,D,A
37_17231823061301.png,E,D,D,E,D,A,E,C,C,C,D,A,A,B,C,C,B,E,B,B,B,B,C,D,A,D,B,B,D,B,D,E,D,B,B,A,C,A,A,D,B,C,B,B,B,A,C,C,C,B,C,C,C,C,B,C,C,B,B,D,B,B,B,A,C,A,A,C,B
37_17231845451201.png,E,B,B,D,D,A,B,A,C,E,D,B,A,B,D,A,D,A,A,D,A,C,E,E,C,D,A,E,C,B,B,B,C,B,C,D,D,E,D,A,C,D,A,C,C,D,A,A,D,D,B,B,D,A,B,D,B,B,D,C,A,C,E,C,B,C,B,C,B
37_17231846161301.png,E,D,D,E,D,B,E,B,C,B,E,C,A,A,C,*,B,E,C,C,B,C,C,D,D,*,C,D,*,E,D,E,C,B,C,B,D,B,A,D,B,C,D,D,D,A,C,C,C,C,B,A,C,C,C,C,C,B,B,A,B,B,C,A,C,A,A,D,D
37_17232180751201.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231823241301.png,E,D,E,*,A,E,E,E,D,E,B,A,E,*,C,*,B,E,C,A,A,A,E,A,E,D,*,*,A,*,D,E,C,B,E,E,D,B,A,D,B,C,D,B,D,A,D,C,C,D,B,D,C,C,A,C,C,B,A,D,A,B,A,A,C,A,A,B,A
37_17231846241301.png,A,B,D,E,D,A,C,B,E,C,D,E,D,C,D,B,A,E,C,C,B,B,E,B,A,A,C,E,E,D,A,*,C,C,A,E,C,A,A,D,B,C,B,C,B,A,D,C,C,C,D,A,C,B,C,C,C,B,B,D,A,B,C,A,C,A,A,D,A
37_17231846381301.png,A,B,D,E,A,C,A,E,C,E,B,A,B,D,D,E,D,A,D,B,B,A,B,A,A,D,C,B,D,B,A,E,E,B,E,E,C,D,A,E,A,D,D,D,A,A,*,C,C,C,B,B,A,A,D,C,C,B,B,D,D,A,D,A,C,*,C,C,A
37_17231845261201.png,A,D,B,D,C,C,D,A,A,B,D,D,A,B,E,A,D,A,C,D,B,B,B,B,A,E,B,E,E,C,D,C,C,E,E,A,C,E,A,A,B,B,A,C,C,D,A,A,B,*,D,B,B,D,A,B,B,B,A,D,A,E,C,D,C,B,B,B,A
37_17231846141301.png,E,D,D,E,D,B,E,E,B,B,D,E,D,C,C,E,B,E,*,C,B,B,E,E,D,C,D,D,*,C,D,E,C,B,E,A,C,B,A,D,A,C,D,B,D,A,D,C,C,C,D,C,C,D,D,C,D,B,B,A,A,B,C,C,C,A,B,B,C
37_17231845511201.png,E,*,B,D,A,C,A,*,B,E,A,E,B,*,*,C,A,*,E,B,A,A,B,A,A,E,*,B,*,*,C,*,C,*,B,E,D,E,D,A,D,A,B,B,A,B,B,B,C,D,E,C,D,A,D,D,C,B,D,D,B,C,C,C,B,C,B,D,C
37_17231845301201.png,A,B,B,D,C,A,B,A,A,B,E,D,A,B,D,*,D,A,C,D,A,B,E,B,C,E,B,E,E,C,D,E,D,D,E,E,C,D,D,A,C,A,A,C,A,A,D,A,B,B,B,A,B,E,D,A,A,D,A,A,E,E,B,C,B,E,E,A,D
37_17231846221301.png,A,D,C,E,D,B,A,D,D,A,E,C,D,C,C,E,A,E,E,D,B,B,C,B,C,D,C,D,D,E,A,B,C,B,E,E,C,D,A,D,A,C,D,D,C,A,B,C,C,C,B,A,C,B,B,C,C,D,B,D,A,B,C,A,C,A,B,A,A
37_17231846421301.png,E,D,A,E,A,C,E,E,D,B,D,E,A,B,D,E,A,E,D,D,B,B,A,C,C,C,D,D,D,D,D,E,E,B,E,C,B,D,A,D,A,B,A,A,A,E,E,D,B,A,C,B,C,C,D,B,B,B,B,A,A,B,C,A,C,*,B,B,C
37_17231823071301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231845221201.png,A,D,B,D,C,E,B,A,A,B,A,D,A,B,D,A,D,A,C,E,D,D,E,B,C,E,C,E,A,B,D,E,C,E,E,E,C,C,D,A,B,B,A,B,B,D,A,A,C,B,D,B,B,E,D,D,B,B,A,C,C,D,E,B,A,C,A,D,A
