,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
37_17231874481201.png,A,D,B,D,C,E,B,A,A,A,E,D,A,C,D,A,D,A,C,D,D,B,E,B,E,E,B,E,B,E,A,E,C,B,E,E,C,D,A,A,C,A,D,B,D,D,A,B,B,D,E,B,C,C,C,D,D,B,D,D,C,D,E,C,C,B,B,A,B
37_17231823861201.png,A,D,B,D,A,A,B,A,D,D,B,D,A,B,D,A,D,A,B,B,C,C,E,B,C,A,A,E,B,C,A,E,C,B,B,D,C,A,D,A,C,A,B,C,D,D,A,A,B,D,D,B,A,E,A,D,B,B,A,A,D,B,B,D,C,E,B,C,A
37_17231813201301.png,E,D,D,E,D,D,E,B,A,C,D,D,C,C,C,E,D,A,C,A,#,#,#,#,#,#,D,E,D,B,A,C,C,B,A,E,C,B,A,D,B,C,D,C,B,B,B,C,C,C,B,C,C,B,B,C,C,B,B,A,C,D,A,A,C,A,A,B,C
37_17231896411201.png,A,D,C,D,*,B,B,A,A,C,B,D,A,C,D,A,D,A,D,D,D,B,E,B,E,E,B,E,C,C,D,E,D,B,E,E,C,B,D,A,C,A,A,E,C,D,B,A,C,B,B,B,B,E,C,D,B,B,A,B,C,B,D,C,D,C,B,D,A
37_17231896401201.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231890361201.png,D,D,B,D,C,C,B,A,A,B,E,D,A,A,D,A,D,A,C,D,D,B,E,B,E,E,B,E,A,B,A,E,E,E,B,E,C,B,D,A,C,B,A,D,B,D,A,B,B,A,E,B,B,D,B,D,B,B,A,B,D,C,A,C,C,B,B,A,A
37_17231824481301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231827591301.png,D,A,B,E,C,C,A,B,A,D,E,B,B,D,E,A,A,E,B,C,E,D,D,A,E,D,B,A,B,B,C,C,D,B,A,A,E,E,A,C,B,B,C,B,C,A,D,D,D,B,D,A,B,C,C,D,B,D,A,D,A,C,B,A,D,A,C,B,A
37_17231827731301.png,E,E,B,E,D,B,B,C,A,D,E,C,A,C,C,E,B,E,B,D,A,A,D,B,C,D,C,D,D,C,E,E,D,B,E,D,C,E,A,D,B,C,C,D,B,A,D,C,C,C,B,A,C,C,B,C,B,B,B,D,A,B,C,A,C,A,A,C,D
37_17231875381301.png,E,D,D,C,D,D,E,E,E,D,A,D,D,C,A,E,A,E,B,D,B,B,A,B,C,D,D,B,B,E,A,B,E,D,B,E,C,B,A,D,B,C,B,B,B,A,D,C,C,C,B,A,C,B,C,C,A,B,B,A,A,B,C,A,B,A,A,D,D
37_17231823821201.png,A,D,B,D,C,A,B,A,A,C,E,D,A,C,D,A,D,A,C,D,D,B,E,B,E,E,B,E,B,E,A,E,C,B,B,A,C,E,D,A,C,A,B,B,D,D,B,A,D,B,B,B,D,E,C,D,B,B,A,A,C,C,E,C,A,B,A,C,D
37_17231892231201.png,A,A,B,D,C,E,B,A,C,C,A,D,A,A,D,A,D,A,C,D,A,C,E,B,E,E,B,E,B,E,B,E,C,B,B,E,C,A,D,A,C,A,A,D,A,D,A,A,C,A,B,B,B,A,D,D,A,C,C,B,B,C,E,C,B,D,B,C,A
37_17231890711301.png,E,D,D,E,D,B,C,B,E,B,D,C,E,C,C,E,B,E,B,D,B,B,A,B,C,D,C,C,E,E,A,E,D,B,E,E,C,E,A,D,A,D,D,B,#,#,C,C,C,D,D,#,C,D,C,D,D,D,D,E,D,D,D,B,D,A,D,C,E
37_17231827461301.png,E,D,D,E,D,B,E,B,C,A,D,C,A,A,C,E,B,E,D,A,B,B,A,C,D,D,B,E,E,B,A,E,E,C,E,E,C,B,A,D,B,*,D,D,D,A,B,C,C,A,B,B,D,C,E,C,C,B,B,A,A,B,C,A,A,A,B,B,C
37_17231828531201.png,A,D,B,D,C,E,B,A,A,A,E,D,A,C,D,A,D,A,C,D,D,B,E,B,E,E,B,E,D,C,A,E,C,B,E,E,C,D,D,A,C,B,A,C,B,D,B,B,C,A,E,C,D,B,A,D,B,B,A,A,C,E,D,C,A,C,B,A,B
37_17231869261201.png,A,D,B,D,B,A,B,A,A,E,A,D,A,B,D,A,D,E,C,D,C,B,E,B,E,E,B,E,E,A,D,D,E,E,E,A,C,B,D,A,C,B,A,C,A,D,A,A,B,A,C,B,B,D,B,D,B,B,A,B,D,A,B,C,C,B,B,A,B
37_17231847611201.png,A,B,B,D,C,A,B,A,C,B,B,B,D,C,E,D,A,B,B,D,E,B,E,E,E,E,B,D,B,B,B,B,B,C,*,C,B,C,D,A,C,A,A,B,B,D,B,B,B,A,B,C,D,E,B,D,B,B,A,A,C,C,C,C,B,B,B,D,C
37_17231906191301.png,E,D,D,E,B,D,E,E,E,B,B,B,C,C,A,B,B,E,D,D,B,B,A,B,B,E,C,C,D,B,A,B,E,C,E,E,D,B,A,B,B,B,D,D,E,B,A,C,C,D,A,D,C,D,B,D,C,B,B,D,B,A,D,A,B,A,C,B,D
37_17231820941201.png,E,C,B,D,C,C,B,A,A,D,E,D,A,A,D,A,A,B,A,D,A,B,E,B,E,E,B,E,E,D,A,D,E,B,D,D,A,C,D,A,C,B,A,B,D,D,A,A,B,A,A,B,B,A,C,B,B,B,A,D,B,C,E,D,C,B,B,D,B
37_17231896851301.png,E,D,D,D,A,A,E,E,C,C,D,A,C,C,C,A,A,E,E,B,B,E,D,A,A,C,D,E,C,C,D,B,A,B,C,D,E,A,A,B,B,C,D,D,A,B,A,B,C,D,C,B,B,E,C,B,C,B,B,A,C,D,D,A,C,A,C,C,C
37_17231823901201.png,A,D,B,D,C,E,B,A,A,C,E,D,A,A,D,A,D,C,C,D,D,A,D,B,A,E,B,D,B,E,A,D,C,B,E,C,C,A,D,A,B,A,A,B,B,D,A,A,B,A,B,C,B,D,A,D,A,B,A,B,C,C,B,C,C,B,B,D,B
37_17231815331201.png,A,E,B,D,D,A,B,A,A,C,B,D,A,D,D,A,A,C,B,D,C,B,A,B,E,E,A,C,E,A,C,E,C,C,E,C,E,C,D,A,C,B,A,A,B,D,B,A,D,D,A,C,D,A,D,D,B,A,C,B,D,C,E,C,B,A,B,A,D
37_17231864881301.png,E,B,D,E,D,B,E,D,D,B,E,C,A,C,C,B,A,E,C,C,A,A,E,A,C,D,C,C,D,C,A,D,E,A,E,E,C,A,A,D,A,C,D,D,C,A,D,C,C,C,B,A,C,C,E,C,C,B,B,A,B,B,C,A,C,A,A,C,A
37_17231813191301.png,E,D,D,E,D,B,E,B,D,C,E,C,E,C,C,C,B,E,C,A,B,B,A,D,C,C,D,C,D,D,A,C,C,B,E,E,C,B,A,B,C,C,D,B,C,D,B,B,D,C,C,A,E,A,E,C,C,B,B,A,C,B,A,A,C,A,B,A,D
37_17231820971201.png,A,B,B,D,C,E,B,A,A,C,D,D,A,A,D,A,D,A,C,D,B,B,E,B,A,E,B,E,C,D,B,E,D,D,E,C,C,C,D,A,C,B,A,A,D,D,A,A,B,B,D,B,B,E,C,D,*,B,A,B,D,B,D,C,C,B,B,A,C
37_17231875661301.png,E,D,D,*,*,C,E,E,E,C,D,E,A,B,A,E,D,E,C,D,B,D,A,A,D,E,D,E,B,E,D,E,D,B,D,E,C,D,A,D,B,C,A,D,B,A,D,B,C,C,B,A,C,D,B,C,C,B,B,A,A,B,D,A,C,A,A,B,C
37_17231821191201.png,A,D,B,D,C,C,B,A,C,D,B,D,A,B,D,C,D,A,C,D,A,A,E,B,E,E,B,E,E,A,D,E,C,C,B,E,B,A,D,A,C,B,A,B,B,D,A,A,B,C,D,B,B,D,B,D,B,B,A,B,B,C,D,C,C,B,B,D,B
37_17231829411301.png,A,D,D,E,A,B,E,B,D,C,E,C,B,C,C,E,B,E,C,E,B,B,A,B,C,D,C,D,D,D,A,E,C,B,E,E,C,A,A,D,B,C,D,D,C,A,D,C,C,C,B,A,C,C,A,C,C,B,B,A,B,B,C,A,C,A,A,C,A
37_17231827361301.png,A,D,E,C,B,A,E,C,B,E,D,A,B,B,D,A,B,D,C,A,A,B,E,C,A,A,B,B,A,D,E,B,D,B,C,E,C,D,A,D,B,C,D,A,D,A,A,C,C,C,B,C,A,E,A,C,C,B,B,A,C,B,A,A,C,A,B,C,A
37_17231896821301.png,A,C,B,A,B,D,E,E,D,B,A,B,C,B,B,C,A,B,E,B,C,C,A,C,D,D,D,B,A,D,A,B,C,C,B,C,B,A,B,C,C,B,C,B,C,B,C,B,C,D,A,D,C,A,B,D,C,C,B,D,C,A,B,B,C,A,C,B,D
37_17231827611301.png,E,A,B,D,D,E,A,A,B,E,E,B,C,B,C,C,B,C,D,A,B,B,A,B,B,B,D,C,D,B,B,D,C,C,B,E,A,D,A,D,B,C,C,D,C,A,D,C,C,B,B,C,C,C,D,C,C,B,B,A,B,C,C,A,C,A,A,B,D
37_17231847871301.png,C,D,E,E,D,E,D,C,B,E,D,B,E,E,C,E,A,C,B,D,E,A,D,B,D,D,C,C,D,D,A,E,C,B,D,E,D,B,A,D,B,B,C,C,C,A,D,C,C,B,B,C,C,C,D,C,A,B,D,D,A,B,C,A,C,A,B,C,C
37_17231869161201.png,A,D,B,D,C,A,B,A,A,B,D,D,A,B,D,B,E,B,B,B,A,C,E,B,E,E,B,E,E,C,B,D,E,E,E,C,C,B,D,A,C,B,A,D,D,D,B,A,B,A,B,B,B,A,A,D,B,B,B,B,B,D,B,C,C,C,B,A,B
37_17231823941201.png,A,D,B,D,B,A,B,A,A,C,D,D,A,A,D,C,D,E,B,C,D,D,E,B,E,A,B,E,B,B,A,E,C,B,C,A,C,C,A,A,C,B,A,B,B,D,B,A,C,A,A,B,D,A,A,D,D,B,A,A,A,B,B,C,B,D,B,D,C
37_17231864081201.png,A,B,B,D,C,A,B,D,A,E,D,E,A,A,D,D,A,C,A,A,A,E,E,A,E,E,C,C,A,D,D,D,E,A,A,A,B,B,A,D,B,A,D,A,D,D,B,A,D,A,B,B,C,E,D,D,B,B,A,A,A,B,B,C,C,C,C,D,A
37_17231864181201.png,E,C,B,D,C,A,B,A,A,E,D,C,B,C,D,A,C,C,C,D,A,B,E,E,E,E,B,C,A,B,A,E,C,B,B,A,C,A,D,A,C,B,A,B,B,D,A,A,A,B,B,B,B,B,B,D,A,B,A,D,D,D,B,C,C,B,B,D,A
37_17231886321201.png,A,B,B,D,C,A,B,A,A,E,A,D,A,A,D,A,D,B,A,A,D,C,E,B,E,E,D,E,A,E,A,E,A,B,A,E,D,B,D,A,D,B,A,C,D,D,A,A,B,A,D,B,B,D,B,D,B,B,A,B,C,D,B,C,C,B,B,B,B
37_17231865081301.png,E,D,E,C,D,B,B,E,D,B,E,C,D,E,E,A,A,A,E,D,A,A,D,C,A,E,B,D,C,D,A,D,C,B,E,D,C,D,A,D,B,B,D,C,C,A,D,C,C,C,A,B,C,C,C,B,D,B,B,D,A,B,A,A,C,A,A,D,C
37_17231890261201.png,D,B,B,D,C,C,D,A,A,B,A,D,A,A,D,C,B,A,C,B,D,D,E,B,E,E,C,E,D,B,B,C,C,B,A,D,C,C,B,A,C,B,A,C,B,D,A,A,B,A,E,B,B,D,B,D,B,B,A,B,D,C,A,C,C,B,B,A,A
37_17231821171201.png,A,D,B,D,C,C,B,A,A,E,E,D,A,B,D,C,D,D,C,A,C,B,E,B,E,E,B,E,C,D,A,E,C,B,E,D,C,B,D,A,C,B,A,C,D,D,A,A,B,C,E,B,B,D,B,D,B,B,A,B,D,C,A,C,C,B,B,A,B
37_17231890731301.png,B,D,E,E,E,C,A,E,D,D,C,A,A,E,B,E,A,E,C,A,B,D,A,C,B,D,E,E,D,D,A,B,C,C,B,A,D,B,A,D,B,B,D,B,C,A,D,C,C,C,D,C,B,C,B,C,C,B,B,D,B,B,C,A,C,A,B,B,C
37_17231828741201.png,A,D,B,D,C,E,B,A,A,A,E,D,A,C,D,A,D,A,C,D,D,B,E,B,E,E,B,E,D,C,A,E,C,B,E,E,C,C,D,A,C,B,A,B,D,D,A,A,B,A,A,B,B,D,B,D,B,B,A,B,D,C,D,A,C,B,B,A,B
37_17231824451301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231827571301.png,E,D,B,E,A,E,A,C,A,D,E,C,A,C,A,#,B,B,E,D,A,A,E,#,C,D,C,#,D,D,D,B,A,B,E,E,C,E,A,D,B,C,D,D,B,A,D,C,C,C,B,A,C,C,D,C,D,B,B,A,A,B,C,A,C,A,A,B,A
37_17231825081201.png,A,D,B,D,C,E,B,A,A,A,A,D,A,D,D,A,D,A,C,D,A,B,E,B,E,E,B,E,E,E,D,E,C,C,D,E,E,B,D,A,D,B,A,D,B,D,A,A,B,D,B,B,B,B,B,D,B,B,A,B,D,C,D,D,D,B,B,A,A
37_17231875581301.png,E,D,E,B,D,B,A,E,E,B,A,D,B,B,A,B,A,E,C,D,B,B,C,C,C,D,B,D,B,E,C,E,D,B,B,E,C,B,A,D,A,C,D,B,A,D,B,C,C,C,B,D,B,C,E,C,C,B,B,D,A,B,C,B,C,A,C,D,B
37_17231892271201.png,A,D,B,D,C,E,B,A,A,A,D,D,A,A,D,A,D,A,C,D,D,B,E,B,E,E,B,E,B,A,D,E,C,B,B,A,C,B,D,A,C,B,A,D,D,C,A,A,C,A,D,C,B,D,A,D,C,B,A,A,A,C,E,C,C,B,B,A,B
37_17231875561301.png,E,D,D,E,D,C,E,C,C,B,A,B,D,D,A,D,E,D,B,D,A,C,B,E,C,D,C,D,C,D,C,D,C,B,B,E,C,B,A,D,A,C,D,B,A,B,B,D,C,C,D,D,C,C,B,C,C,C,B,A,A,A,A,A,C,A,B,C,C
37_17231866171201.png,B,B,B,D,C,E,B,A,A,D,D,D,D,B,D,A,A,C,C,B,A,B,E,B,E,E,B,E,A,B,A,D,C,E,E,E,A,D,D,A,C,B,A,B,B,D,B,A,B,C,D,B,C,D,D,D,B,D,A,B,B,D,B,A,B,C,B,D,A
37_17231893901201.png,A,B,B,D,C,A,B,A,D,E,C,B,A,C,D,D,D,A,C,B,A,B,E,B,E,E,B,E,B,C,A,C,E,D,C,D,A,B,D,A,C,A,A,B,D,C,B,A,C,A,D,C,B,D,A,D,B,B,A,D,B,E,C,C,B,D,B,D,C
37_17231891281301.png,E,D,A,E,D,B,A,B,D,E,E,C,A,C,C,E,C,E,C,C,A,A,A,A,A,A,D,E,E,C,A,E,C,B,C,B,C,B,A,D,B,D,C,C,B,B,D,C,C,C,B,A,C,D,C,C,C,B,B,D,B,B,C,A,C,A,A,C,D
37_17231817211301.png,E,D,D,C,B,B,E,D,D,A,D,E,B,E,C,E,B,E,D,B,B,B,E,B,D,E,C,D,D,B,A,E,B,B,A,A,C,B,A,D,B,B,D,D,D,B,A,C,D,C,B,D,C,A,D,C,C,B,B,A,B,B,C,A,C,A,A,B,A
37_17231906171301.png,A,D,E,E,C,A,E,D,B,E,E,C,B,D,A,A,A,E,C,A,B,B,A,D,C,A,C,E,C,C,D,D,E,C,E,C,E,D,A,D,D,B,D,B,D,B,B,C,D,A,C,B,C,E,A,D,D,B,A,D,D,D,B,A,C,A,A,A,D
37_17231896881301.png,E,D,B,E,D,E,D,E,B,B,A,B,D,D,B,A,E,E,C,B,C,A,D,D,C,A,B,D,D,C,B,A,D,C,D,E,D,C,B,C,C,E,C,D,B,D,A,A,D,B,D,C,E,B,B,D,C,D,A,B,D,C,B,B,B,D,A,B,D
37_17231892211201.png,A,A,B,D,C,E,B,A,A,E,C,D,A,C,D,A,D,B,C,D,D,B,E,B,E,E,B,B,B,E,D,C,D,C,B,B,C,C,A,A,C,A,A,A,B,C,A,A,D,A,B,B,A,A,C,D,B,B,D,A,B,B,D,D,C,D,A,D,A
37_17232179581301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17232179591301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231863961201.png,A,D,D,D,C,E,B,A,A,B,D,D,A,A,E,C,D,A,C,D,B,A,C,B,A,E,B,B,A,B,D,D,A,C,E,A,B,C,D,C,C,A,A,B,A,D,B,A,B,C,B,B,D,B,A,D,B,B,A,A,D,E,B,C,C,B,D,C,B
37_17231864111201.png,A,B,B,D,C,A,B,A,A,D,B,D,B,C,E,A,E,B,C,B,A,B,A,B,C,B,B,E,A,A,A,D,C,C,C,B,D,C,D,A,C,B,A,B,A,A,B,A,C,D,B,C,A,E,D,D,B,B,A,A,D,D,A,C,B,B,A,C,A
37_17231824351301.png,E,B,D,E,D,D,E,B,D,C,E,A,C,C,A,E,A,B,E,A,B,A,D,B,C,D,C,D,A,E,D,D,C,B,B,D,C,B,A,D,A,D,D,A,B,A,A,C,C,A,B,B,C,E,B,C,C,B,C,D,A,B,C,A,C,A,B,A,B
37_17231865751201.png,E,B,B,D,D,A,B,A,A,D,D,D,A,A,D,C,D,D,B,D,B,A,E,B,A,E,C,E,D,B,C,D,A,E,B,D,B,E,A,A,C,A,A,B,D,D,A,B,A,D,E,C,C,C,C,D,B,B,B,A,D,B,D,B,C,C,B,A,C
37_17231891061301.png,D,D,D,E,D,C,E,B,C,D,C,E,C,C,B,E,B,D,C,A,B,A,E,B,C,D,C,B,E,D,A,B,C,D,E,A,A,A,A,D,B,C,C,A,B,B,D,C,C,C,B,D,C,C,D,C,C,B,B,D,C,B,C,A,C,A,A,B,A
37_17231896511201.png,E,B,B,D,B,C,A,A,A,D,D,B,A,B,D,C,D,B,C,A,A,D,D,B,B,E,C,D,D,A,D,C,E,B,B,B,C,B,D,A,D,B,A,C,D,C,B,A,C,C,D,C,C,B,B,D,B,C,A,C,A,D,D,B,B,B,B,D,C
37_17232184581201.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231862371201.png,E,D,B,D,C,A,B,A,A,D,A,B,A,C,E,D,E,D,A,B,A,B,E,A,B,B,D,C,C,E,B,D,C,D,E,E,D,B,D,A,C,B,A,B,B,D,B,B,B,B,D,B,B,D,A,D,B,B,A,A,D,B,C,A,B,B,B,A,C
37_17231824531301.png,E,D,D,E,D,E,E,E,C,D,C,B,D,B,C,E,A,D,E,A,*,E,E,C,E,E,E,C,C,C,B,B,E,E,A,B,A,B,A,D,B,B,C,B,C,A,D,C,B,B,B,B,C,D,E,C,C,B,B,E,B,B,C,A,D,A,A,B,C
37_17231869091201.png,A,D,B,D,C,A,B,A,A,D,C,D,A,E,D,A,D,B,D,B,A,D,E,B,E,E,A,E,E,C,B,D,E,E,C,C,C,B,D,A,C,B,A,D,A,E,A,A,D,A,E,B,A,D,B,D,B,B,A,A,D,A,C,C,C,B,B,A,B
37_17231865841201.png,A,B,B,D,C,A,B,A,A,D,E,C,A,E,E,A,A,C,B,B,B,B,C,A,C,E,C,B,C,A,E,B,E,D,C,D,C,D,D,A,C,B,B,B,D,D,B,A,C,C,D,D,D,B,B,D,D,B,C,B,A,E,D,D,C,B,B,D,C
37_17231892371201.png,A,D,B,D,C,E,B,A,A,C,E,D,A,C,D,A,D,A,C,D,A,B,E,B,E,E,B,E,B,C,A,E,C,B,B,E,C,D,D,A,D,A,A,D,B,D,A,A,C,B,A,C,A,A,C,C,B,C,A,B,C,D,D,D,D,B,A,D,C
37_17231866161201.png,A,D,B,D,C,E,B,A,A,C,E,D,A,B,D,A,B,A,B,D,C,D,E,B,A,E,C,E,C,E,D,B,B,B,B,E,C,A,A,A,C,B,A,B,D,D,A,A,A,B,B,B,A,B,A,D,B,B,B,C,D,D,B,C,A,B,B,D,B
37_17231892811301.png,E,D,D,E,E,A,D,E,A,C,A,B,C,B,C,E,A,A,A,A,B,C,D,C,C,E,D,D,E,*,A,E,E,B,E,E,C,B,A,D,B,C,D,B,C,B,A,C,C,A,C,C,B,B,E,C,A,C,D,C,B,A,A,B,C,A,B,C,D
37_17231815421201.png,A,B,B,D,D,E,B,A,A,D,D,D,A,C,D,A,D,C,C,D,A,B,E,B,E,E,B,E,E,A,A,E,C,B,E,C,C,B,D,A,C,B,A,D,B,D,B,B,B,C,D,B,B,D,B,D,B,B,A,B,C,C,B,C,C,B,B,A,B
37_17231866011201.png,A,B,B,D,C,C,B,A,A,D,C,D,A,E,D,A,A,A,C,D,A,B,E,B,E,E,C,E,D,A,D,D,C,E,D,D,C,C,D,A,C,B,A,B,B,D,A,A,B,A,A,B,A,D,A,D,B,B,A,B,A,B,D,C,C,B,B,D,A
37_17231886271201.png,E,D,B,D,C,A,B,A,A,A,E,D,A,C,D,A,D,A,C,D,B,B,E,D,E,E,B,E,D,E,A,E,C,B,E,E,C,A,D,A,C,B,A,D,B,D,A,A,B,D,D,B,B,D,A,D,B,B,A,B,B,B,A,C,C,B,A,A,A
